"gender","d_age","race","samerace","race_o","attractive_o","sinsere_o","intelligence_o","funny_o","ambitous_o","shared_interests_o","attractive","sincere","intelligence","funny","ambition","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","decision_o"
"female",3,"European/Caucasian-American",1,"European/Caucasian-American",7,7,6,8,7,7,8,9,8,9,8,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,1
"female",1,"European/Caucasian-American",1,"European/Caucasian-American",5,6,8,5,8,6,8,9,8,9,8,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,0
"female",4,"European/Caucasian-American",1,"European/Caucasian-American",6,7,8,7,7,5,7,8,9,7,8,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0
"female",1,"European/Caucasian-American",1,"European/Caucasian-American",6,5,10,6,6,5,7,8,9,7,8,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0
"female",1,"European/Caucasian-American",0,"Asian/Pacific Islander/Asian-American",10,10,10,10,10,10,7,8,9,7,8,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1
"female",0,"European/Caucasian-American",1,"European/Caucasian-American",7,7,7,9,9,9,7,8,9,7,8,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1
"female",1,"European/Caucasian-American",0,"Latino/Hispanic American",8,8,9,8,8,9,7,8,9,7,8,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1
"female",2,"European/Caucasian-American",1,"European/Caucasian-American",6,6,7,7,8,7,7,8,9,7,8,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1
"female",7,"European/Caucasian-American",1,"European/Caucasian-American",7,6,3,5,6,5,7,8,9,7,8,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1
"female",4,"European/Caucasian-American",1,"European/Caucasian-American",6,7,8,6,6,5,7,8,9,7,8,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0
"female",5,"European/Caucasian-American",1,"European/Caucasian-American",7,7,7,10,9,10,7,8,9,7,8,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1
"female",1,"European/Caucasian-American",1,"European/Caucasian-American",7,8,8,7,8,7,7,8,9,7,8,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0
"female",6,"European/Caucasian-American",1,"European/Caucasian-American",6,8,8,8,7,6,6,3,6,10,8,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,0
"female",1,"European/Caucasian-American",1,"European/Caucasian-American",6,7,10,7,6,5,6,3,6,10,8,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,0
"female",1,"European/Caucasian-American",0,"Asian/Pacific Islander/Asian-American",10,10,10,10,10,10,6,3,6,10,8,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,1
"female",2,"European/Caucasian-American",1,"European/Caucasian-American",6,8,6,8,10,10,6,3,6,10,8,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,1
"female",3,"European/Caucasian-American",0,"Latino/Hispanic American",5,9,9,7,9,5,6,3,6,10,8,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,0
"female",4,"European/Caucasian-American",1,"European/Caucasian-American",5,8,7,7,7,7,6,3,6,10,8,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,0
"female",9,"European/Caucasian-American",1,"European/Caucasian-American",2,3,4,4,5,3,6,3,6,10,8,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,0
"female",6,"European/Caucasian-American",1,"European/Caucasian-American",5,5,6,5,5,5,6,3,6,10,8,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,0
"female",7,"European/Caucasian-American",1,"European/Caucasian-American",5,9,9,9,9,6,6,3,6,10,8,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,1
"female",3,"European/Caucasian-American",1,"European/Caucasian-American",3,10,7,7,10,5,6,3,6,10,8,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,0
"female",4,"Asian/Pacific Islander/Asian-American",0,"European/Caucasian-American",7,9,8,9,8,4,5,7,8,9,5,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0
"female",1,"Asian/Pacific Islander/Asian-American",0,"European/Caucasian-American",6,8,10,6,7,6,5,7,8,9,5,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0
"female",1,"Asian/Pacific Islander/Asian-American",1,"Asian/Pacific Islander/Asian-American",10,10,10,10,10,10,5,7,8,9,5,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,1
"female",0,"Asian/Pacific Islander/Asian-American",0,"European/Caucasian-American",6,8,8,7,9,8,5,7,8,9,5,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,1
"female",1,"Asian/Pacific Islander/Asian-American",0,"Latino/Hispanic American",9,7,9,7,9,6,5,7,8,9,5,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,1
"female",2,"Asian/Pacific Islander/Asian-American",0,"European/Caucasian-American",6,6,8,8,8,7,5,7,8,9,5,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,1
"female",7,"Asian/Pacific Islander/Asian-American",0,"European/Caucasian-American",5,6,8,4,5,4,5,7,8,9,5,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0
"female",4,"Asian/Pacific Islander/Asian-American",0,"European/Caucasian-American",6,7,8,7,8,5,5,7,8,9,5,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0
"female",5,"Asian/Pacific Islander/Asian-American",0,"European/Caucasian-American",6,7,7,6,6,6,5,7,8,9,5,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,1
"female",1,"Asian/Pacific Islander/Asian-American",0,"European/Caucasian-American",7,10,10,6,10,7,5,7,8,9,5,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0
"female",5,"Asian/Pacific Islander/Asian-American",0,"European/Caucasian-American",7,8,8,8,7,7,6,6,5,7,7,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0
"female",0,"Asian/Pacific Islander/Asian-American",0,"European/Caucasian-American",7,9,10,6,6,5,6,6,5,7,7,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,1
"female",0,"Asian/Pacific Islander/Asian-American",1,"Asian/Pacific Islander/Asian-American",10,10,10,10,10,10,6,6,5,7,7,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,1
"female",1,"Asian/Pacific Islander/Asian-American",0,"European/Caucasian-American",8,8,9,8,9,9,6,6,5,7,7,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,1
"female",2,"Asian/Pacific Islander/Asian-American",0,"Latino/Hispanic American",8,7,9,6,9,5,6,6,5,7,7,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,1
"female",3,"Asian/Pacific Islander/Asian-American",0,"European/Caucasian-American",8,8,8,6,6,6,6,6,5,7,7,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,1
"female",8,"Asian/Pacific Islander/Asian-American",0,"European/Caucasian-American",7,6,5,4,4,3,6,6,5,7,7,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0
"female",5,"Asian/Pacific Islander/Asian-American",0,"European/Caucasian-American",8,7,6,7,7,5,6,6,5,7,7,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,1
"female",6,"Asian/Pacific Islander/Asian-American",0,"European/Caucasian-American",9,7,9,9,9,10,6,6,5,7,7,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,1
"female",2,"Asian/Pacific Islander/Asian-American",0,"European/Caucasian-American",7,6,8,6,8,7,6,6,5,7,7,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0
"female",2,"European/Caucasian-American",1,"European/Caucasian-American",8,7,6,6,6,5,7,4,8,8,8,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,0
"female",3,"European/Caucasian-American",1,"European/Caucasian-American",8,8,10,7,6,5,7,4,8,8,8,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,1
"female",3,"European/Caucasian-American",0,"Asian/Pacific Islander/Asian-American",10,10,10,10,10,10,7,4,8,8,8,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,1
"female",2,"European/Caucasian-American",1,"European/Caucasian-American",8,8,8,8,8,7,7,4,8,8,8,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,1
"female",0,"European/Caucasian-American",1,"European/Caucasian-American",8,7,7,7,8,7,7,4,8,8,8,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,1
"female",5,"European/Caucasian-American",1,"European/Caucasian-American",6,4,7,5,6,4,7,4,8,8,8,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,0
"female",2,"European/Caucasian-American",1,"European/Caucasian-American",9,8,8,8,7,5,7,4,8,8,8,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,1
"female",3,"European/Caucasian-American",1,"European/Caucasian-American",8,7,8,10,8,10,7,4,8,8,8,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,1
"female",1,"European/Caucasian-American",1,"European/Caucasian-American",8,10,9,9,8,8,7,4,8,8,8,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,1
"female",1,"Other",0,"European/Caucasian-American",6,8,7,8,7,5,7,6,10,7,7,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0
"female",4,"Other",0,"European/Caucasian-American",8,8,10,7,6,5,7,6,10,7,7,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,1
"female",4,"Other",0,"Asian/Pacific Islander/Asian-American",10,10,10,10,10,10,7,6,10,7,7,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,1
"female",3,"Other",0,"European/Caucasian-American",7,8,7,8,8,7,7,6,10,7,7,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,1
"female",2,"Other",0,"Latino/Hispanic American",7,9,8,9,7,7,7,6,10,7,7,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,1
"female",1,"Other",0,"European/Caucasian-American",6,6,7,8,7,7,7,6,10,7,7,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,1
"female",4,"Other",0,"European/Caucasian-American",8,6,7,8,6,5,7,6,10,7,7,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,1
"female",1,"Other",0,"European/Caucasian-American",7,7,7,7,6,5,7,6,10,7,7,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0
"female",2,"Other",0,"European/Caucasian-American",6,6,6,7,6,6,7,6,10,7,7,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,1
"female",2,"Other",0,"European/Caucasian-American",5,6,6,6,6,6,7,6,10,7,7,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0
"female",1,"European/Caucasian-American",1,"European/Caucasian-American",7,8,7,8,6,5,6,8,10,6,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,0
"female",4,"European/Caucasian-American",1,"European/Caucasian-American",1,1,1,1,1,1,6,8,10,6,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,0
"female",4,"European/Caucasian-American",0,"Asian/Pacific Islander/Asian-American",10,10,10,10,10,10,6,8,10,6,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,1
"female",3,"European/Caucasian-American",1,"European/Caucasian-American",7,8,7,9,8,8,6,8,10,6,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,1
"female",4,"European/Caucasian-American",1,"European/Caucasian-American",7,7,4,3,4,4,6,8,10,6,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,0
"female",1,"European/Caucasian-American",1,"European/Caucasian-American",6,6,6,6,6,5,6,8,10,6,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,0
"female",2,"European/Caucasian-American",1,"European/Caucasian-American",7,7,7,7,6,6,6,8,10,6,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,1
"female",2,"European/Caucasian-American",1,"European/Caucasian-American",6,6,6,6,6,6,6,8,10,6,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,0
"male",6,"European/Caucasian-American",0,"Asian/Pacific Islander/Asian-American",6,9,7,7,6,5,8,9,7,8,5,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,1
"male",3,"European/Caucasian-American",1,"European/Caucasian-American",5,7,8,4,6,3,8,9,7,8,5,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0
"male",2,"European/Caucasian-American",1,"European/Caucasian-American",7,9,10,7,8,9,8,9,7,8,5,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0
"male",4,"European/Caucasian-American",1,"European/Caucasian-American",4,10,8,5,8,7,8,9,7,8,5,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0
"male",6,"European/Caucasian-American",1,"European/Caucasian-American",5,8,8,2,2,2,8,9,7,8,5,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0
"male",4,"European/Caucasian-American",0,"Asian/Pacific Islander/Asian-American",6,9,7,6,7,6,8,9,7,8,5,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,1
"male",5,"European/Caucasian-American",0,"Asian/Pacific Islander/Asian-American",4,8,8,5,7,4,8,9,7,8,5,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0
"male",2,"European/Caucasian-American",1,"European/Caucasian-American",5,8,7,4,7,5,8,9,7,8,5,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,1
"male",1,"European/Caucasian-American",0,"Other",8,10,9,8,7,6,8,9,7,8,5,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,1
"male",1,"European/Caucasian-American",0,"Asian/Pacific Islander/Asian-American",7,8,7,8,5,6,9,9,9,10,9,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,1
"male",2,"European/Caucasian-American",1,"European/Caucasian-American",8,5,6,6,9,6,9,9,9,10,9,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0
"male",3,"European/Caucasian-American",1,"European/Caucasian-American",9,7,9,8,9,7,9,9,9,10,9,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0
"male",1,"European/Caucasian-American",1,"European/Caucasian-American",8,7,8,10,7,8,9,9,9,10,9,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0
"male",1,"European/Caucasian-American",1,"European/Caucasian-American",8,6,6,5,5,5,9,9,9,10,9,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0
"male",1,"European/Caucasian-American",0,"Asian/Pacific Islander/Asian-American",6,9,9,6,8,2,9,9,9,10,9,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,1
"male",0,"European/Caucasian-American",0,"Asian/Pacific Islander/Asian-American",6,6,8,4,9,4,9,9,9,10,9,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0
"male",3,"European/Caucasian-American",1,"European/Caucasian-American",8,7,7,9,6,7,9,9,9,10,9,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,1
"male",4,"European/Caucasian-American",0,"Other",10,10,10,10,10,10,9,9,9,10,9,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,1
"male",1,"Asian/Pacific Islander/Asian-American",1,"Asian/Pacific Islander/Asian-American",5,8,9,8,5,7,4,7,8,8,3,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,1
"male",2,"Asian/Pacific Islander/Asian-American",0,"European/Caucasian-American",5,8,9,6,3,4,4,7,8,8,3,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,0
"male",3,"Asian/Pacific Islander/Asian-American",0,"European/Caucasian-American",7,9,9,7,9,7,4,7,8,8,3,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,0
"male",1,"Asian/Pacific Islander/Asian-American",0,"European/Caucasian-American",4,7,8,8,6,7,4,7,8,8,3,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,0
"male",1,"Asian/Pacific Islander/Asian-American",0,"European/Caucasian-American",4,6,8,8,6,5,4,7,8,8,3,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,0
"male",1,"Asian/Pacific Islander/Asian-American",1,"Asian/Pacific Islander/Asian-American",4,7,9,4,3,2,4,7,8,8,3,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,0
"male",0,"Asian/Pacific Islander/Asian-American",1,"Asian/Pacific Islander/Asian-American",3,6,8,7,8,8,4,7,8,8,3,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,0
"male",3,"Asian/Pacific Islander/Asian-American",0,"European/Caucasian-American",5,8,8,6,7,7,4,7,8,8,3,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,1
"male",4,"Asian/Pacific Islander/Asian-American",0,"Other",5,10,10,6,6,6,4,7,8,8,3,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,1
"male",2,"European/Caucasian-American",0,"Asian/Pacific Islander/Asian-American",7,6,8,7,6,8,9,9,9,9,9,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,1
"male",1,"European/Caucasian-American",1,"European/Caucasian-American",7,9,7,6,5,7,9,9,9,9,9,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,1
"male",2,"European/Caucasian-American",1,"European/Caucasian-American",9,7,9,7,9,7,9,9,9,9,9,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,0
"male",0,"European/Caucasian-American",1,"European/Caucasian-American",8,10,7,10,7,10,9,9,9,9,9,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,1
"male",2,"European/Caucasian-American",1,"European/Caucasian-American",8,5,5,7,7,9,9,9,9,9,9,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,1
"male",0,"European/Caucasian-American",0,"Asian/Pacific Islander/Asian-American",8,6,7,8,2,8,9,9,9,9,9,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,1
"male",1,"European/Caucasian-American",0,"Asian/Pacific Islander/Asian-American",7,8,8,7,7,6,9,9,9,9,9,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,1
"male",2,"European/Caucasian-American",1,"European/Caucasian-American",8,6,5,6,6,5,9,9,9,9,9,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,1
"male",3,"European/Caucasian-American",0,"Other",10,9,8,8,7,7,9,9,9,9,9,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,1
"male",3,"Latino/Hispanic American",0,"Asian/Pacific Islander/Asian-American",5,6,7,7,6,6,7,7,7,9,9,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,1
"male",0,"Latino/Hispanic American",0,"European/Caucasian-American",6,8,7,9,7,8,7,7,7,9,9,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,0
"male",1,"Latino/Hispanic American",0,"European/Caucasian-American",9,10,10,10,10,10,7,7,7,9,9,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,0
"male",1,"Latino/Hispanic American",0,"European/Caucasian-American",6,9,8,9,8,9,7,7,7,9,9,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,0
"male",3,"Latino/Hispanic American",0,"European/Caucasian-American",6,7,7,5,4,8,7,7,7,9,9,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,0
"male",1,"Latino/Hispanic American",0,"Asian/Pacific Islander/Asian-American",5,4,8,8,4,2,7,7,7,9,9,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,0
"male",2,"Latino/Hispanic American",0,"Asian/Pacific Islander/Asian-American",4,7,7,4,8,5,7,7,7,9,9,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,0
"male",1,"Latino/Hispanic American",0,"European/Caucasian-American",6,8,8,5,6,7,7,7,7,9,9,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,1
"male",2,"Latino/Hispanic American",0,"Other",5,10,8,8,5,5,7,7,7,9,9,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,1
"male",4,"European/Caucasian-American",0,"Asian/Pacific Islander/Asian-American",4,9,7,4,6,4,6,6,8,8,6,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0
"male",1,"European/Caucasian-American",1,"European/Caucasian-American",8,7,8,3,6,2,6,6,8,8,6,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0
"male",0,"European/Caucasian-American",1,"European/Caucasian-American",8,10,10,7,9,9,6,6,8,8,6,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0
"male",2,"European/Caucasian-American",1,"European/Caucasian-American",5,10,8,4,8,2,6,6,8,8,6,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0
"male",4,"European/Caucasian-American",1,"European/Caucasian-American",5,6,7,5,7,8,6,6,8,8,6,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,1
"male",2,"European/Caucasian-American",0,"Asian/Pacific Islander/Asian-American",3,7,6,1,1,1,6,6,8,8,6,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0
"male",3,"European/Caucasian-American",0,"Asian/Pacific Islander/Asian-American",4,8,7,4,5,4,6,6,8,8,6,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0
"male",0,"European/Caucasian-American",1,"European/Caucasian-American",6,8,8,5,6,7,6,6,8,8,6,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,1
"male",1,"European/Caucasian-American",0,"Other",8,9,9,7,6,5,6,6,8,8,6,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,1
"male",9,"European/Caucasian-American",0,"Asian/Pacific Islander/Asian-American",7,6,7,4,6,7,7,7,6,8,4,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,1
"male",6,"European/Caucasian-American",1,"European/Caucasian-American",7,5,9,6,7,9,7,7,6,8,4,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,1
